sessionId,kwhTotal,charging_fees,created,ended,startTime,endTime,chargeTimeHrs,weekday,platform,userId,stationId,locationId,managerVehicle,facilityType,Mon,Tues,Wed,Thurs,Fri,Sat,Sun
1000732,4.95,0.48,0015-07-23 18:22:29,0015-07-23 21:22:29,18,21,2.42,Tue,ios,192724,369001,493904,0,2,0,0,0,0,0,0,0
1000733,12.40,0.00,0015-06-05 13:39:34,0015-06-05 18:39:34,13,18,4.06,Thu,ios,585289,474204,481066,0,2,0,0,0,0,0,0,0
1000734,2.50,0.00,0015-07-27 09:41:06,0015-07-27 12:41:06,09,12,2.37,Mon,ios,876442,207262,928191,1,3,1,0,0,0,0,0,0
1000735,4.81,0.00,0015-08-18 13:47:31,0015-08-18 15:47:31,13,15,1.56,Fri,android,106764,355208,976902,0,2,0,0,0,0,1,0,0
1000736,2.31,0.00,0015-05-04 10:33:06,0015-05-04 13:33:06,10,13,2.11,Thu,ios,414492,371335,461655,1,1,0,0,0,0,0,0,0
1000737,6.64,0.00,0015-09-27 14:39:43,0015-09-27 17:39:43,14,17,2.65,Sat,android,880768,369001,493904,0,3,0,0,0,0,0,1,0
1000738,3.08,0.00,0015-09-10 13:18:42,0015-09-10 15:18:42,13,15,1.32,Tue,android,586501,987396,978130,1,2,0,0,0,0,0,0,0
1000739,1.38,0.00,0015-03-01 14:37:19,0015-03-01 15:37:19,14,15,0.56,Fri,ios,246070,871619,125372,1,3,0,0,0,0,1,0,0
1000740,6.28,0.00,0015-06-28 12:55:32,0015-06-28 14:55:32,12,14,2.00,Thu,ios,787796,955429,493904,0,3,0,0,0,0,0,0,0
1000741,3.57,0.00,0015-08-25 11:42:19,0015-08-25 16:42:19,11,16,4.32,Wed,ios,289136,349635,503205,1,2,0,0,1,0,0,0,0
1000742,5.79,0.00,0015-09-11 10:37:37,0015-09-11 13:37:37,10,13,2.41,Mon,android,201229,572249,144857,0,3,1,0,0,0,0,0,0
1000743,5.44,0.32,0015-08-25 11:51:58,0015-08-25 15:51:58,11,15,3.50,Fri,ios,167496,445920,125372,1,3,0,0,0,0,1,0,0
1000744,13.29,0.00,0015-03-12 12:38:40,0015-03-12 16:38:40,12,16,3.86,Wed,ios,701651,987396,978130,1,1,0,0,1,0,0,0,0
1000745,10.84,0.00,0015-07-24 11:10:27,0015-07-24 15:10:27,11,15,3.76,Wed,ios,313426,355208,976902,1,2,0,0,1,0,0,0,0
1000746,5.03,0.81,0015-01-28 14:04:21,0015-01-28 16:04:21,14,16,1.87,Tue,ios,596744,236379,928191,1,4,0,0,0,0,0,0,0
1000747,2.10,0.00,0015-09-15 17:27:40,0015-09-15 20:27:40,17,20,2.48,Wed,ios,341773,250527,976902,1,3,0,0,1,0,0,0,0
1000748,2.81,0.00,0015-02-27 11:16:24,0015-02-27 15:16:24,11,15,3.40,Fri,ios,994640,369001,493904,1,2,0,0,0,0,1,0,0
1000749,23.68,0.00,0015-06-04 14:37:30,0015-06-04 19:37:30,14,19,4.47,Thu,android,901883,728918,928191,1,3,0,0,0,0,0,0,0
1000750,3.97,0.74,0015-09-02 17:15:31,0015-09-02 19:15:31,17,19,1.05,Wed,ios,536459,369001,493904,0,1,0,0,1,0,0,0,0
1000751,2.84,0.00,0015-04-09 19:46:02,0015-04-09 21:46:02,19,21,1.35,Thu,ios,338818,638536,868085,1,2,0,0,0,0,0,0,0
1000752,0.83,0.00,0015-09-28 14:24:43,0015-09-28 18:24:43,14,18,3.34,Tue,ios,835405,987396,978130,1,3,0,0,0,0,0,0,0
1000753,8.06,0.00,0015-07-12 20:22:12,0015-07-12 23:22:12,20,23,2.39,Tue,android,889125,369001,493904,0,3,0,0,0,0,0,0,0
1000754,0.65,0.00,0015-08-24 08:15:52,0015-08-24 09:15:52,08,09,0.88,Thu,android,356108,944515,976902,0,2,0,0,0,0,0,0,0
1000755,5.21,0.00,0015-07-03 16:16:34,0015-07-03 18:16:34,16,18,1.98,Tue,ios,417423,582873,461655,0,3,0,0,0,0,0,0,0
1000756,3.20,0.00,0015-06-09 13:20:44,0015-06-09 16:20:44,13,16,2.93,Thu,ios,182256,929628,751082,1,3,0,0,0,0,0,0,0
1000757,9.83,0.00,0015-10-07 16:07:23,0015-10-07 20:07:23,16,20,3.47,Tue,android,219787,219054,814002,1,2,0,0,0,0,0,0,0
1000758,7.30,0.00,0015-06-03 11:03:17,0015-06-03 15:03:17,11,15,3.91,Mon,ios,497753,219054,814002,1,3,1,0,0,0,0,0,0
1000759,11.47,0.00,0015-03-12 14:59:01,0015-03-12 19:59:01,14,19,4.17,Fri,ios,327062,878706,461655,0,2,0,0,0,0,1,0,0
1000760,10.25,0.00,0015-09-24 12:59:47,0015-09-24 16:59:47,12,16,3.56,Wed,ios,660737,200695,202527,1,3,0,0,1,0,0,0,0
1000761,23.68,1.85,0015-08-13 11:29:47,0015-08-13 11:29:47,11,11,47.76,Fri,ios,908807,878706,461655,1,1,0,0,0,0,1,0,0
1000762,9.08,0.00,0015-07-22 12:16:50,0015-07-22 16:16:50,12,16,3.26,Wed,android,988765,568071,144857,1,1,0,0,1,0,0,0,0
1000763,5.70,0.00,0015-07-16 19:40:54,0015-07-16 22:40:54,19,22,2.97,Fri,android,167154,782629,517854,1,4,0,0,0,0,1,0,0
1000764,3.90,0.00,0015-09-08 13:40:11,0015-09-08 15:40:11,13,15,1.62,Wed,android,561697,369001,493904,1,2,0,0,1,0,0,0,0
1000765,9.99,0.00,0015-08-09 16:16:01,0015-08-09 20:16:01,16,20,3.33,Tue,ios,181242,237105,948590,1,3,0,0,0,0,0,0,0
1000766,6.37,0.00,0015-04-27 15:52:43,0015-04-27 18:52:43,15,18,2.58,Tue,android,451258,207262,928191,0,2,0,0,0,0,0,0,0
1000767,2.57,0.07,0015-06-01 11:10:23,0015-06-01 12:10:23,11,12,0.72,Mon,ios,918805,920264,461655,0,3,1,0,0,0,0,0,0
1000768,6.48,0.25,0015-08-19 12:02:42,0015-08-19 16:02:42,12,16,3.48,Thu,android,627953,191826,481066,0,3,0,0,0,0,0,0,0
1000769,7.83,0.00,0015-08-17 10:51:03,0015-08-17 14:51:03,10,14,3.12,Thu,android,355882,955429,493904,1,2,0,0,0,0,0,0,0
1000770,23.68,0.00,0015-10-04 12:44:15,0015-10-04 15:44:15,12,15,2.66,Mon,android,479895,875343,747048,0,3,1,0,0,0,0,0,0
1000771,8.18,0.00,0015-07-27 15:08:59,0015-07-27 18:08:59,15,18,2.92,Thu,ios,400820,474204,481066,1,3,0,0,0,0,0,0,0
1000772,11.26,0.00,0015-07-16 10:40:56,0015-07-16 14:40:56,10,14,3.63,Tue,android,681517,474204,481066,0,3,0,0,0,0,0,0,0
1000773,23.68,0.00,0015-04-01 17:44:10,0015-04-01 15:44:10,17,15,45.05,Fri,ios,521860,431796,461655,0,3,0,0,0,0,1,0,0
1000774,23.68,0.00,0015-06-11 17:37:38,0015-06-11 21:37:38,17,21,3.15,Wed,ios,528736,664306,868085,0,3,0,0,1,0,0,0,0
1000775,12.05,0.47,0015-07-24 16:11:46,0015-07-24 20:11:46,16,20,3.61,Thu,ios,780950,801274,976902,1,3,0,0,0,0,0,0,0
1000776,4.06,0.00,0015-05-25 11:06:14,0015-05-25 14:06:14,11,14,2.27,Wed,ios,547416,653450,503205,1,1,0,0,1,0,0,0,0
1000777,4.32,0.00,0015-09-24 09:56:46,0015-09-24 11:56:46,09,11,2.00,Wed,ios,224309,474204,481066,1,3,0,0,1,0,0,0,0
1000778,2.10,0.00,0015-05-09 18:38:48,0015-05-09 20:38:48,18,20,1.36,Fri,android,277054,414088,566549,1,3,0,0,0,0,1,0,0
1000779,6.98,0.00,0015-09-01 17:31:53,0015-09-01 21:31:53,17,21,3.79,Mon,ios,232307,728918,928191,0,3,1,0,0,0,0,0,0
1000780,2.72,0.00,0015-04-15 17:56:27,0015-04-15 20:56:27,17,20,2.79,Wed,android,942678,874950,814002,1,1,0,0,1,0,0,0,0
1000781,8.92,0.00,0015-08-09 13:29:40,0015-08-09 17:29:40,13,17,3.51,Mon,ios,205317,730023,878393,0,3,1,0,0,0,0,0,0
1000782,5.02,0.00,0015-06-21 16:02:40,0015-06-21 20:02:40,16,20,3.18,Mon,ios,592951,228137,503205,1,3,1,0,0,0,0,0,0
1000783,5.21,0.00,0015-08-03 11:33:54,0015-08-03 15:33:54,11,15,3.47,Mon,ios,140698,405157,976902,1,2,1,0,0,0,0,0,0
1000784,23.68,0.00,0015-07-16 16:33:42,0015-07-16 02:33:42,16,02,9.00,Wed,ios,760631,874950,814002,1,3,0,0,1,0,0,0,0
1000785,5.19,0.00,0015-07-25 10:48:18,0015-07-25 13:48:18,10,13,2.59,Wed,ios,792702,955429,493904,1,1,0,0,1,0,0,0,0
1000786,8.01,0.00,0015-08-26 13:55:31,0015-08-26 17:55:31,13,17,3.10,Thu,android,528873,955429,493904,1,1,0,0,0,0,0,0,0
1000787,1.55,0.00,0015-06-15 12:27:25,0015-06-15 15:27:25,12,15,2.16,Thu,android,569380,738900,976902,1,3,0,0,0,0,0,0,0
1000788,3.34,0.09,0015-05-20 15:39:21,0015-05-20 17:39:21,15,17,1.51,Fri,ios,469833,995505,868085,0,3,0,0,0,0,1,0,0
1000789,8.76,0.00,0015-08-07 12:10:53,0015-08-07 15:10:53,12,15,2.91,Fri,ios,326088,871619,125372,1,3,0,0,0,0,1,0,0
1000790,5.28,0.00,0015-02-17 17:06:32,0015-02-17 20:06:32,17,20,2.54,Wed,android,359322,228137,503205,1,2,0,0,1,0,0,0,0
1000791,2.09,0.00,0015-09-27 12:47:56,0015-09-27 15:47:56,12,15,2.19,Thu,ios,115457,445920,125372,0,3,0,0,0,0,0,0,0
1000792,5.39,0.00,0015-09-13 15:12:53,0015-09-13 19:12:53,15,19,3.12,Fri,ios,312511,369001,493904,1,3,0,0,0,0,1,0,0
1000793,3.70,0.00,0015-08-08 12:26:35,0015-08-08 15:26:35,12,15,2.21,Mon,ios,862899,987396,978130,1,1,1,0,0,0,0,0,0
1000794,3.80,0.00,0015-08-01 11:25:49,0015-08-01 14:25:49,11,14,2.07,Wed,ios,187697,207262,928191,1,2,0,0,1,0,0,0,0
1000795,8.36,0.00,0015-09-05 11:25:39,0015-09-05 15:25:39,11,15,3.85,Tue,ios,531865,369001,493904,1,3,0,0,0,0,0,0,0
1000796,3.25,0.00,0015-05-14 14:55:00,0015-05-14 17:55:00,14,17,2.18,Wed,ios,347190,569886,868085,1,1,0,0,1,0,0,0,0
1000797,2.35,0.00,0015-07-03 20:58:06,0015-07-03 23:58:06,20,23,2.61,Thu,android,306954,489543,868085,1,3,0,0,0,0,0,0,0
1000798,4.80,0.00,0015-03-26 11:33:31,0015-03-26 13:33:31,11,13,1.58,Mon,android,854914,474204,481066,0,1,1,0,0,0,0,0,0
1000799,5.80,0.00,0015-07-21 12:10:09,0015-07-21 15:10:09,12,15,2.25,Thu,ios,595043,987396,978130,1,2,0,0,0,0,0,0,0
1000800,7.08,0.00,0015-09-05 17:10:33,0015-09-05 21:10:33,17,21,3.44,Mon,android,105874,638536,868085,1,1,1,0,0,0,0,0,0
1000801,2.51,0.00,0015-08-02 12:39:29,0015-08-02 16:39:29,12,16,3.08,Wed,ios,301998,207262,928191,1,3,0,0,1,0,0,0,0
1000802,10.05,0.00,0015-09-20 12:49:25,0015-09-20 17:49:25,12,17,4.44,Mon,android,326955,801274,976902,1,3,1,0,0,0,0,0,0
1000803,9.06,0.00,0015-04-25 15:24:21,0015-04-25 19:24:21,15,19,3.03,Wed,ios,596403,517464,144857,1,2,0,0,1,0,0,0,0
1000804,5.29,0.00,0015-05-20 18:09:09,0015-05-20 20:09:09,18,20,1.74,Tue,ios,561047,369001,493904,1,3,0,0,0,0,0,0,0
1000805,5.16,0.00,0015-06-13 11:24:49,0015-06-13 14:24:49,11,14,2.50,Fri,ios,983101,280221,976902,1,1,0,0,0,0,1,0,0
1000806,7.88,0.00,0015-08-14 10:35:28,0015-08-14 13:35:28,10,13,2.78,Tue,ios,126524,219054,814002,0,3,0,0,0,0,0,0,0
1000807,23.68,0.00,0015-09-20 12:35:56,0015-09-20 18:35:56,12,18,53.11,Mon,android,563555,549414,461655,1,3,1,0,0,0,0,0,0
1000808,0.36,0.00,0015-08-09 18:32:58,0015-08-09 19:32:58,18,19,0.22,Wed,ios,838474,371335,461655,1,1,0,0,1,0,0,0,0
1000809,3.67,0.00,0015-10-16 17:38:40,0015-10-16 20:38:40,17,20,2.69,Thu,ios,487484,414088,566549,1,3,0,0,0,0,0,0,0
1000810,4.42,0.00,0015-05-05 17:05:26,0015-05-05 21:05:26,17,21,3.83,Mon,ios,390956,944515,976902,0,1,1,0,0,0,0,0,0
1000811,5.47,1.06,0015-08-28 17:57:20,0015-08-28 22:57:20,17,22,4.06,Wed,ios,536604,369001,493904,0,2,0,0,1,0,0,0,0
1000812,1.09,0.00,0015-03-24 13:17:05,0015-03-24 15:17:05,13,15,1.79,Thu,ios,983031,728918,928191,0,2,0,0,0,0,0,0,0
1000813,4.18,0.00,0015-06-19 12:53:44,0015-06-19 14:53:44,12,14,1.18,Tue,ios,432924,955429,493904,1,3,0,0,0,0,0,0,0
1000814,14.86,0.00,0015-09-12 11:29:05,0015-09-12 15:29:05,11,15,3.99,Mon,ios,883714,500856,976902,0,1,1,0,0,0,0,0,0
1000815,7.60,0.00,0015-03-05 11:36:20,0015-03-05 14:36:20,11,14,2.58,Tue,android,560952,914907,648339,1,3,0,0,0,0,0,0,0
1000816,4.54,0.62,0015-08-15 16:53:40,0015-08-15 20:53:40,16,20,3.36,Fri,android,554928,653450,503205,1,1,0,0,0,0,1,0,0
1000817,5.76,0.00,0015-09-17 16:35:53,0015-09-17 20:35:53,16,20,3.53,Mon,android,220898,228137,503205,1,3,1,0,0,0,0,0,0
1000818,1.42,0.00,0015-07-19 12:24:42,0015-07-19 16:24:42,12,16,3.07,Thu,ios,541878,944575,928191,1,3,0,0,0,0,0,0,0
1000819,0.56,0.00,0015-09-06 12:29:34,0015-09-06 14:29:34,12,14,1.88,Wed,ios,518731,653450,503205,1,3,0,0,1,0,0,0,0
1000820,23.68,0.00,0015-08-13 13:19:02,0015-08-13 15:19:02,13,15,25.64,Wed,ios,911673,569886,868085,1,3,0,0,1,0,0,0,0
1000821,23.68,0.00,0015-08-10 11:56:38,0015-08-10 08:56:38,11,08,20.04,Thu,ios,449330,549414,461655,0,3,0,0,0,0,0,0,0
1000822,0.02,0.00,0015-04-12 10:29:25,0015-04-12 12:29:25,10,12,1.74,Tue,ios,347656,944515,976902,0,3,0,0,0,0,0,0,0
1000823,4.93,0.00,0015-08-25 14:23:00,0015-08-25 17:23:00,14,17,2.75,Fri,ios,800906,562656,481066,1,1,0,0,0,0,1,0,0
1000824,4.30,3.58,0015-05-11 12:48:59,0015-05-11 14:48:59,12,14,1.54,Fri,ios,175137,728918,928191,1,3,0,0,0,0,1,0,0
1000825,4.39,0.00,0015-10-06 18:49:15,0015-10-06 21:49:15,18,21,2.46,Thu,ios,776936,549414,461655,1,1,0,0,0,0,0,0,0
1000826,4.36,0.00,0015-03-13 10:41:11,0015-03-13 13:41:11,10,13,2.61,Fri,ios,542223,369001,493904,1,1,0,0,0,0,1,0,0
1000827,4.01,0.00,0015-07-12 17:43:46,0015-07-12 19:43:46,17,19,1.33,Fri,android,502642,944515,976902,0,2,0,0,0,0,1,0,0
1000828,5.26,0.00,0015-08-02 12:19:27,0015-08-02 15:19:27,12,15,2.15,Tue,ios,596550,366832,978130,0,3,0,0,0,0,0,0,0
1000829,6.37,0.00,0015-10-14 11:34:48,0015-10-14 14:34:48,11,14,2.50,Mon,android,307212,191826,481066,1,2,1,0,0,0,0,0,0
1000830,5.11,0.91,0015-09-02 13:07:55,0015-09-02 16:07:55,13,16,2.78,Thu,android,958961,207262,928191,1,3,0,0,0,0,0,0,0
1000831,5.61,0.00,0015-06-10 13:40:02,0015-06-10 17:40:02,13,17,3.09,Wed,ios,199166,878706,461655,1,3,0,0,1,0,0,0,0
1000832,6.15,0.00,0015-07-15 12:44:39,0015-07-15 15:44:39,12,15,2.10,Tue,ios,180253,489543,868085,1,3,0,0,0,0,0,0,0
1000833,23.68,4.85,0015-08-04 17:24:32,0015-08-04 05:24:32,17,05,35.26,Tue,ios,369335,369001,493904,0,1,0,0,0,0,0,0,0
1000834,3.70,0.00,0015-04-26 19:12:36,0015-04-26 22:12:36,19,22,2.16,Thu,ios,492415,228137,503205,1,2,0,0,0,0,0,0,0
1000835,7.85,1.38,0015-09-06 16:17:32,0015-09-06 20:17:32,16,20,3.31,Wed,android,534451,371335,461655,0,3,0,0,1,0,0,0,0
1000836,0.53,0.00,0015-07-04 16:14:14,0015-07-04 17:14:14,16,17,0.30,Wed,android,716472,514669,566549,1,1,0,0,1,0,0,0,0
1000837,4.79,0.00,0015-07-11 14:21:20,0015-07-11 17:21:20,14,17,2.40,Thu,ios,805676,955429,493904,1,2,0,0,0,0,0,0,0
1000838,3.14,0.00,0015-08-16 10:35:22,0015-08-16 12:35:22,10,12,1.15,Fri,android,590083,549414,461655,1,3,0,0,0,0,1,0,0
1000839,23.68,0.00,0015-05-25 12:01:48,0015-05-25 17:01:48,12,17,28.26,Thu,android,736613,260408,481066,0,3,0,0,0,0,0,0,0
1000840,4.77,0.00,0015-07-10 10:11:55,0015-07-10 12:11:55,10,12,1.70,Tue,ios,538493,728918,928191,0,2,0,0,0,0,0,0,0
1000841,6.80,0.00,0015-09-22 16:40:48,0015-09-22 20:40:48,16,20,3.21,Wed,android,400189,371335,461655,0,2,0,0,1,0,0,0,0
1000842,9.00,0.00,0015-09-18 11:53:21,0015-09-18 15:53:21,11,15,3.60,Fri,android,538587,653450,503205,1,3,0,0,0,0,1,0,0
1000843,13.15,0.00,0015-08-03 15:38:36,0015-08-03 19:38:36,15,19,3.50,Thu,android,195385,653450,503205,0,3,0,0,0,0,0,0,0
1000844,5.12,0.00,0015-08-17 12:55:12,0015-08-17 16:55:12,12,16,3.89,Tue,ios,309490,955429,493904,1,1,0,0,0,0,0,0,0
1000845,4.17,0.00,0015-09-08 13:43:38,0015-09-08 16:43:38,13,16,2.66,Wed,ios,978576,738900,976902,1,2,0,0,1,0,0,0,0
1000846,6.39,0.00,0015-05-01 19:47:02,0015-05-01 23:47:02,19,23,3.34,Mon,ios,372660,987396,978130,0,2,1,0,0,0,0,0,0
1000847,7.39,0.00,0015-08-23 20:01:28,0015-08-23 23:01:28,20,23,2.76,Fri,ios,481024,643012,517854,1,2,0,0,0,0,1,0,0
1000848,6.32,0.00,0015-08-04 17:09:54,0015-08-04 20:09:54,17,20,2.16,Mon,android,456342,955429,493904,1,3,1,0,0,0,0,0,0
1000849,8.51,0.00,0015-07-23 12:04:29,0015-07-23 17:04:29,12,17,4.06,Wed,android,925621,250527,976902,1,3,0,0,1,0,0,0,0
1000850,3.74,0.00,0015-06-17 10:18:01,0015-06-17 13:18:01,10,13,2.03,Wed,android,764686,623134,620906,1,3,0,0,1,0,0,0,0
1000851,4.22,0.00,0015-08-05 17:09:38,0015-08-05 20:09:38,17,20,2.26,Thu,android,712614,955429,493904,1,3,0,0,0,0,0,0,0
1000852,3.18,0.00,0015-07-16 13:39:57,0015-07-16 15:39:57,13,15,1.77,Wed,ios,608817,944515,976902,0,3,0,0,1,0,0,0,0
1000853,3.03,0.00,0015-07-22 12:04:21,0015-07-22 15:04:21,12,15,2.04,Mon,ios,306508,803398,144857,1,3,1,0,0,0,0,0,0
1000854,11.40,0.00,0015-09-28 17:52:50,0015-09-28 21:52:50,17,21,3.68,Fri,ios,445521,369001,493904,1,2,0,0,0,0,1,0,0
1000855,5.79,0.00,0015-09-03 14:51:03,0015-09-03 17:51:03,14,17,2.67,Wed,ios,999177,955429,493904,1,1,0,0,1,0,0,0,0
1000856,9.52,7.50,0015-07-18 15:17:05,0015-07-18 19:17:05,15,19,3.53,Thu,android,355790,944515,976902,1,3,0,0,0,0,0,0,0
1000857,2.16,0.00,0015-07-11 17:50:40,0015-07-11 19:50:40,17,19,1.05,Thu,ios,727356,474204,481066,1,2,0,0,0,0,0,0,0
1000858,5.55,0.00,0015-08-15 10:49:41,0015-08-15 12:49:41,10,12,1.93,Fri,ios,730565,369001,493904,1,2,0,0,0,0,1,0,0
1000859,6.26,0.00,0015-06-21 11:19:16,0015-06-21 15:19:16,11,15,3.95,Thu,ios,893365,944515,976902,0,3,0,0,0,0,0,0,0
1000860,9.13,0.00,0015-06-06 13:11:04,0015-06-06 17:11:04,13,17,3.59,Fri,ios,962514,207262,928191,1,2,0,0,0,0,1,0,0
1000861,7.04,0.47,0015-09-11 13:49:33,0015-09-11 16:49:33,13,16,2.73,Thu,ios,515487,944515,976902,0,3,0,0,0,0,0,0,0
1000862,10.34,0.00,0015-08-16 19:41:38,0015-08-16 23:41:38,19,23,3.68,Mon,ios,418366,638536,868085,1,1,1,0,0,0,0,0,0
1000863,4.89,0.00,0015-08-10 12:27:36,0015-08-10 15:27:36,12,15,2.53,Wed,ios,944492,260781,202527,1,3,0,0,1,0,0,0,0
1000864,4.19,0.00,0015-06-22 11:45:16,0015-06-22 14:45:16,11,14,2.27,Fri,ios,309140,207262,928191,0,4,0,0,0,0,1,0,0
1000865,7.35,0.00,0015-07-06 10:20:46,0015-07-06 13:20:46,10,13,2.75,Thu,ios,821211,369001,493904,0,2,0,0,0,0,0,0,0
1000866,5.30,0.00,0015-05-02 15:06:03,0015-05-02 19:06:03,15,19,3.22,Thu,ios,886249,474204,481066,1,3,0,0,0,0,0,0,0
1000867,1.93,0.00,0015-08-19 18:19:36,0015-08-19 20:19:36,18,20,1.96,Sat,ios,656822,445920,125372,0,3,0,0,0,0,0,1,0
1000868,6.94,0.67,0015-04-23 17:45:47,0015-04-23 20:45:47,17,20,2.32,Thu,ios,583187,955429,493904,1,3,0,0,0,0,0,0,0
1000869,6.31,0.00,0015-10-01 15:08:07,0015-10-01 19:08:07,15,19,3.22,Wed,ios,637145,236379,928191,1,3,0,0,1,0,0,0,0
1000870,6.40,0.00,0015-11-11 18:50:34,0015-11-11 21:50:34,18,21,2.79,Fri,ios,918506,875343,747048,1,1,0,0,0,0,1,0,0
1000871,23.68,0.00,0015-07-15 15:39:41,0015-07-15 16:39:41,15,16,48.10,Tue,ios,874831,250527,976902,1,3,0,0,0,0,0,0,0
1000872,7.45,0.00,0015-05-25 13:44:47,0015-05-25 17:44:47,13,17,3.79,Wed,ios,119788,369001,493904,1,1,0,0,1,0,0,0,0
1000873,6.81,0.00,0015-05-25 15:20:34,0015-05-25 18:20:34,15,18,2.70,Wed,ios,704877,664306,868085,1,1,0,0,1,0,0,0,0
1000874,8.07,0.67,0015-05-20 09:54:02,0015-05-20 13:54:02,09,13,3.65,Thu,android,417644,228137,503205,1,3,0,0,0,0,0,0,0
1000875,8.06,0.00,0015-05-01 17:08:56,0015-05-01 22:08:56,17,22,4.06,Sat,ios,875854,219054,814002,1,2,0,0,0,0,0,1,0
1000876,1.71,0.33,0015-07-19 17:52:07,0015-07-19 19:52:07,17,19,1.25,Tue,android,612867,445920,125372,0,3,0,0,0,0,0,0,0
1000877,3.90,0.00,0015-11-03 11:51:32,0015-11-03 14:51:32,11,14,2.44,Wed,ios,519753,369001,493904,0,2,0,0,1,0,0,0,0
1000878,5.39,0.00,0015-06-28 09:41:19,0015-06-28 12:41:19,09,12,2.06,Tue,ios,388060,863084,751082,0,3,0,0,0,0,0,0,0
1000879,4.37,0.00,0015-03-01 11:08:33,0015-03-01 13:08:33,11,13,1.68,Mon,android,793058,594591,461655,1,1,1,0,0,0,0,0,0
1000880,9.50,0.00,0015-09-17 11:09:47,0015-09-17 15:09:47,11,15,3.75,Thu,ios,313990,569889,461655,1,3,0,0,0,0,0,0,0
1000881,0.96,0.00,0015-09-26 12:01:21,0015-09-26 13:01:21,12,13,0.47,Thu,android,899541,371335,461655,0,3,0,0,0,0,0,0,0
1000882,2.89,3.35,0015-05-03 18:26:04,0015-05-03 20:26:04,18,20,1.40,Fri,ios,767791,474204,481066,1,2,0,0,0,0,1,0,0
1000883,3.46,0.00,0015-09-18 12:23:39,0015-09-18 16:23:39,12,16,3.30,Fri,ios,639737,653450,503205,1,3,0,0,0,0,1,0,0
1000884,4.99,0.00,0015-05-13 10:18:56,0015-05-13 14:18:56,10,14,3.14,Mon,ios,584598,944515,976902,0,2,1,0,0,0,0,0,0
1000885,3.10,0.00,0015-08-05 17:20:27,0015-08-05 20:20:27,17,20,2.48,Fri,ios,762574,549414,461655,1,2,0,0,0,0,1,0,0
1000886,0.41,0.00,0015-05-26 09:15:10,0015-05-26 12:15:10,09,12,2.53,Wed,ios,705239,955429,493904,1,1,0,0,1,0,0,0,0
1000887,12.47,0.00,0015-07-24 12:17:41,0015-07-24 16:17:41,12,16,3.61,Sat,ios,611028,878706,461655,0,2,0,0,0,0,0,1,0
1000888,6.05,0.29,0015-04-09 17:04:50,0015-04-09 20:04:50,17,20,2.45,Fri,android,677204,366832,978130,0,3,0,0,0,0,1,0,0
1000889,5.39,0.00,0015-06-03 14:55:32,0015-06-03 16:55:32,14,16,1.85,Tue,ios,913602,474204,481066,1,2,0,0,0,0,0,0,0
1000890,1.67,0.00,0015-06-28 10:33:33,0015-06-28 11:33:33,10,11,0.76,Thu,ios,266461,818217,700367,1,3,0,0,0,0,0,0,0
1000891,23.68,0.00,0015-08-25 17:45:09,0015-08-25 20:45:09,17,20,2.93,Tue,android,520345,369001,493904,1,1,0,0,0,0,0,0,0
1000892,0.03,0.00,0015-10-05 13:46:19,0015-10-05 14:46:19,13,14,0.02,Mon,android,170060,260408,481066,1,2,1,0,0,0,0,0,0
1000893,9.09,0.00,0015-04-26 17:15:25,0015-04-26 21:15:25,17,21,3.67,Fri,android,389635,131897,566549,1,3,0,0,0,0,1,0,0
1000894,9.15,0.00,0015-08-07 16:28:09,0015-08-07 20:28:09,16,20,3.31,Fri,android,759077,944515,976902,0,3,0,0,0,0,1,0,0
1000895,23.68,2.01,0015-07-20 14:29:09,0015-07-20 16:29:09,14,16,1.02,Wed,android,367861,236840,620906,1,3,0,0,1,0,0,0,0
1000896,4.89,0.00,0015-08-26 16:31:48,0015-08-26 19:31:48,16,19,2.25,Fri,ios,353013,711566,928191,0,1,0,0,0,0,1,0,0
1000897,10.72,0.00,0015-09-21 12:06:55,0015-09-21 16:06:55,12,16,3.62,Thu,ios,799377,738900,976902,0,3,0,0,0,0,0,0,0
1000898,4.01,0.00,0015-04-08 17:37:31,0015-04-08 20:37:31,17,20,2.03,Sat,ios,736108,643012,517854,0,3,0,0,0,0,0,1,0
1000899,9.50,0.00,0015-07-20 12:06:37,0015-07-20 16:06:37,12,16,3.85,Wed,android,708302,260781,202527,0,3,0,0,1,0,0,0,0
1000900,5.38,0.00,0015-07-12 16:41:50,0015-07-12 19:41:50,16,19,2.65,Mon,android,880545,371335,461655,0,2,1,0,0,0,0,0,0
1000901,12.29,0.00,0015-02-11 09:06:18,0015-02-11 14:06:18,09,14,4.29,Thu,ios,460762,878706,461655,1,2,0,0,0,0,0,0,0
1000902,4.75,0.00,0015-06-23 12:40:16,0015-06-23 16:40:16,12,16,3.61,Mon,ios,889912,932939,868085,1,2,1,0,0,0,0,0,0
1000903,23.68,0.00,0015-09-20 12:34:47,0015-09-20 16:34:47,12,16,3.73,Mon,android,525790,612116,461655,1,3,1,0,0,0,0,0,0
1000904,4.71,0.00,0015-05-23 11:31:22,0015-05-23 14:31:22,11,14,2.38,Fri,android,299008,955429,493904,1,3,0,0,0,0,1,0,0
1000905,2.80,0.00,0015-08-18 17:11:25,0015-08-18 21:11:25,17,21,3.15,Mon,ios,993605,612116,461655,1,2,1,0,0,0,0,0,0
